,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000030970,18.58,15.79,18.8,15.13,20.47,15.63,12.83,15.73
ENSMUSG00000110282,9.37,11.54,15.57,13.38,15.64,12.78,7.26,14.44
ENSMUSG00000109816,1.94,0,0,2.89,0.33,1.88,1.79,0.26
ENSMUSG00000109619,6.51,0.62,0,0.86,0.88,1.8,0,1.39
ENSMUSG00000030976,1.04,3.5,0,1.04,0,0.29,0,1.4
ENSMUSG00000110026,3.37,0,0,1.49,1.51,1.24,0,0
ENSMUSG00000109917,0.64,0,0,0.85,0,0.21,0.47,0.34
ENSMUSG00000101546,2.63,5.87,0,2.32,1.77,0.48,2.01,2.34
ENSMUSG00000039990,15.38,15.95,17.61,10.98,11.35,13.25,9.05,11.97
ENSMUSG00000030981,0.56,2.34,0.42,1.37,0.25,0.41,0.52,0.8
ENSMUSG00000030979,4.62,4.29,6.53,4.82,4.42,4.63,3.22,3.51
ENSMUSG00000030983,22.33,23.98,33.8,25.36,26.05,21.96,30.48,27.67
ENSMUSG00000030986,8.63,9.65,17.93,10.48,12.16,10.06,10.15,8.84
ENSMUSG00000081431,3.29,1.05,4.32,0,2.21,0,4.04,4.69
ENSMUSG00000109635,0.7,1.35,1.58,0.47,1.42,0,1.29,0.75
ENSMUSG00000053111,0.87,0,0,0.43,0.29,0.36,0.4,0.23
ENSMUSG00000054555,71.34,30.81,101.13,52.77,68.55,63.59,46.78,70.36
ENSMUSG00000093032,28.47,0,16,5.39,10.93,22.46,0,13.04
ENSMUSG00000108478,15.93,8.11,23.17,13.73,26.5,14.21,11.48,22.57
ENSMUSG00000050066,0.93,1.04,0.26,0,0.21,0.34,0.5,0
ENSMUSG00000030994,2.18,1.53,0,0.94,0.73,0.19,0,0.22
ENSMUSG00000108569,1.03,0.99,0,0.34,0.69,0.43,0,0
ENSMUSG00000108702,4.92,0.72,0.21,0.75,1.52,1.25,0.52,1.01
ENSMUSG00000058325,40.05,42.47,52.55,37.11,45.09,40.53,35.93,39.57
ENSMUSG00000073805,1.24,0.37,0.26,0.67,0.63,0.51,0.11,0.62
ENSMUSG00000110167,11.47,7.01,10.02,5.49,11.23,6.56,6.1,8.64
ENSMUSG00000109608,0.25,0.24,0.14,0.33,0,0.14,0,0.27
ENSMUSG00000077150,11.28,0,0,0,0,2.08,0,8.04
ENSMUSG00000100717,3.76,1.54,0,5.69,2.17,2.08,0,0.57
ENSMUSG00000073804,1.37,3.29,0,0,0.23,0,0,0
ENSMUSG00000109891,3.42,2.19,0,1.89,0,1.89,0,0.91
ENSMUSG00000073803,0.62,0.6,0,0.62,0.63,0.09,0,0.08
ENSMUSG00000048377,0.19,0.36,0,0.62,0.38,0.52,0,0.5
ENSMUSG00000109598,0.88,0.42,0,0,0.15,0.73,0,0.47
ENSMUSG00000050866,0,0.58,0,0,0,0.08,0,0.08
ENSMUSG00000041836,1.03,1.32,0.63,1.23,1.19,1.27,0.09,1.05
ENSMUSG00000088141,0,0,0,0,0,0,0,0
ENSMUSG00000097471,1.55,0.47,0.14,0.49,0.22,0.86,0.38,0.13
ENSMUSG00000031004,2.59,4.19,1.51,5.1,5.48,3.18,3.86,2.9
ENSMUSG00000109910,0,0,0,0,0,0,0,0
ENSMUSG00000109831,1.58,1.52,0,0.7,0,1.17,0,0.28
ENSMUSG00000110078,0.79,0.76,0,0,0,0,0,0
ENSMUSG00000109898,0.38,0,0,0.5,0.77,0,0,0.2
ENSMUSG00000110004,3.02,0.87,0,0.4,0.81,1,0,0.16
ENSMUSG00000110113,8.36,4,0,3.69,0,0.77,0.64,2.98
ENSMUSG00000098031,0,0,0,0,0,0.56,0,0
ENSMUSG00000110396,0.91,0.88,0,0,0.31,0.76,0,0
ENSMUSG00000110027,1.85,0.51,0,0.79,0.35,0.8,0,0.21
ENSMUSG00000109792,1.5,1.04,0,0.9,0.64,0.3,0,0.51
ENSMUSG00000109633,0.72,2.42,0,2.39,1.94,0.6,1.99,0
ENSMUSG00000109981,0,0,0,4.38,0.49,0,0,0
ENSMUSG00000087869,4.87,9.33,4.56,3.23,1.09,1.79,1.49,1.74
ENSMUSG00000109894,0.58,0.55,0,0.38,1.55,0.32,0,0.31
ENSMUSG00000110101,126.94,121.58,161.19,113.57,190.52,161.36,109.9,126.47
ENSMUSG00000110126,0.31,0,0,0.21,0.42,0,0,0
ENSMUSG00000054612,11.41,8.77,15.06,16.48,17.76,14.89,17.97,11.27
ENSMUSG00000109721,0.98,3.57,2.53,1.17,3.95,2.38,1.53,1.47
ENSMUSG00000110174,1.79,0,0,0,2.4,6.91,0,0.95
ENSMUSG00000010476,249.47,201.31,348.37,336.4,453.75,422.73,327.31,258.18
ENSMUSG00000109847,2.69,2.98,2.8,3.02,3.62,2.29,5.43,0.89
ENSMUSG00000109722,1.54,1.32,1.25,1.36,4.04,1.23,0.39,0.73
ENSMUSG00000109677,0.73,0,0,0.48,0,0.8,0,0
ENSMUSG00000109843,3.3,1.58,0,1.64,1.52,0.91,0.66,0.66
ENSMUSG00000040139,1.74,3,4.06,2.07,2.51,2.35,3.12,2.56
ENSMUSG00000031068,13.16,14.52,16.31,14.53,13.67,13.44,11.37,10.66
ENSMUSG00000109973,1.88,1.5,0,2.28,0,0.52,0,0.17
ENSMUSG00000110145,0,0,0,0.27,0,0,0,0
ENSMUSG00000110090,0.8,2.29,0,0,0,0,0,0.21
ENSMUSG00000109834,1.67,1.6,0,1.66,0,0,0,0
ENSMUSG00000064575,14.02,0,0,0,0,12.91,0,0
ENSMUSG00000091002,1.56,1.49,0,0.6,0.09,0.86,0,0.9
ENSMUSG00000110354,2.47,0,0,0.27,0.28,0.23,0.95,0.44
ENSMUSG00000110037,1.62,1.04,0,1.07,0.18,0.3,0,0
ENSMUSG00000109802,2.96,3.97,0,3.92,0.8,0.65,0,2.85
ENSMUSG00000110241,3.57,3.42,0,1.18,6,0,0,0
ENSMUSG00000041775,28.16,41.22,47.48,20.94,26.05,28.75,18.69,33.36
ENSMUSG00000041769,19.66,18.02,20.34,12.63,16.34,14.18,12.43,16.03
ENSMUSG00000078566,25.18,79.74,36.87,13.02,14.98,14.88,14.02,27.62
ENSMUSG00000109881,0,1.85,0.54,0.64,0,1.06,0,2.06
ENSMUSG00000110237,2.77,0,0,0.61,0.62,3.06,0,2.47
ENSMUSG00000098199,0,1.55,0,0,2.9,0.6,0.25,0.87
ENSMUSG00000110319,2.03,0.97,0,2.02,0,1.12,1.87,0
ENSMUSG00000056856,2.06,0.66,0,0.65,0.99,0.49,0.09,0.47
ENSMUSG00000109855,0,2.16,0,0,0,0,0,0
ENSMUSG00000025478,1.42,1.52,1.03,0.33,0.51,0.14,0.19,0.31
ENSMUSG00000015981,1.52,2.5,1.59,0.72,2.34,1.44,2.7,1.39
ENSMUSG00000098629,0,0,0,0,0,0,0,0
ENSMUSG00000110303,0.55,1.57,0.31,1.45,0.37,0.9,2.26,3.5
ENSMUSG00000015980,2.61,2.5,1.39,1,1.11,0.91,0.89,2.5
ENSMUSG00000060260,1.43,1.69,1.65,1.28,1.63,0.74,0.69,2.29
ENSMUSG00000110115,0.52,0.75,0,0.09,0.79,0.07,0,0
ENSMUSG00000025477,10.98,11.7,11.9,10.73,10.05,8.85,8.43,10.74
ENSMUSG00000041309,0.26,1,0.74,0.35,0,0.29,0.24,0
ENSMUSG00000049571,2.06,1.35,0.06,1.26,1.42,1.23,0.2,1.01
ENSMUSG00000083626,1.07,3.07,0,0,0,0,0,2.28
ENSMUSG00000056777,0,2.98,0,0,0,0.57,0,0
ENSMUSG00000109905,0,2.06,0,0,0.72,1.19,0,0
ENSMUSG00000098619,0,4.4,0,0,0,2.53,0,0
ENSMUSG00000025475,0.84,1.07,0,0.25,0.62,0.21,0.09,0.2
ENSMUSG00000109710,0,0,0,0,0,0,0,0
ENSMUSG00000066129,0.84,0.36,0,0.53,0.6,0.23,0.02,0.25
ENSMUSG00000047751,2.45,0.78,0,0.54,0,0.45,0,0
ENSMUSG00000086742,4.9,6.35,3.65,3.53,4.84,3.58,2.72,4.55
ENSMUSG00000085354,0.55,0,0.62,0.73,0.37,0,0.51,0
ENSMUSG00000105165,0,0,0,0,0,0,0,0
ENSMUSG00000065502,0,0,0,0,0,0,0,0
ENSMUSG00000073795,2.51,1.44,0,0.17,0,1.11,0.46,0
ENSMUSG00000025473,1.29,3.1,2.97,3.36,3.48,3.04,1.04,4.73
ENSMUSG00000099092,0,0,0,0,0,0,0,0
ENSMUSG00000025474,17.34,16.85,16.53,12.07,17.81,14.37,11.97,14.91
ENSMUSG00000025470,6.68,10.16,8.16,5.34,8.21,5.6,3.82,4.93
ENSMUSG00000025469,0.64,0.81,0,0,0.14,0.47,0.68,0
ENSMUSG00000025468,1.67,1.4,0,0.55,0.56,0.92,0,0.78
ENSMUSG00000025467,0,6.18,0,0.53,0,0.45,0.37,2.16
ENSMUSG00000025466,3.52,2.64,3.35,3.34,1.64,1.69,0.91,2.21
ENSMUSG00000025465,3.68,5.32,3.26,3.56,4.14,4.47,3.89,3.74
ENSMUSG00000025464,6.63,4.2,4.87,3.92,6.44,3.77,3.09,2.94
ENSMUSG00000039018,3,4.31,2.18,2.48,4.78,3.17,1.72,2.14
ENSMUSG00000045733,0.15,0,0.17,0.1,0.1,0,0,0.55
ENSMUSG00000051180,0.21,0.1,0,0.14,0,0.17,0.05,0
ENSMUSG00000051051,1.04,0.78,0,0.08,0.47,0.45,0,0.43
ENSMUSG00000050366,1.38,0.47,0,0.33,0.27,0.27,0.05,0.11
ENSMUSG00000025461,0.65,2.24,0,0.77,0.35,0.93,0.3,0
ENSMUSG00000054672,0.9,0.78,0,0.24,0.12,0.25,0,0.19
ENSMUSG00000109875,0,0,0,0,0,1.14,0,0
ENSMUSG00000061489,0.39,0.37,0,0.06,0.13,0.05,0,0
ENSMUSG00000062782,0,0.14,0,0.19,0,0.08,0,0
ENSMUSG00000110059,0,0,0,0.46,0,0,0.63,0
ENSMUSG00000060112,1.2,1.44,0,0.7,0.5,0.75,0,0.16
ENSMUSG00000110257,0,1.03,0,0,0,0,0,0
ENSMUSG00000060974,0.25,0.49,0,0.84,0.17,0.28,0,0
ENSMUSG00000109690,0,0.83,0,1.14,0,0,0,0
ENSMUSG00000062712,0.39,0.37,0,0,0,0,0.06,0.07
ENSMUSG00000063823,1.3,1.13,0,0.16,0.4,0.13,0.43,0.32
ENSMUSG00000056883,0.35,0,0,0.23,0,0,0,0.09
ENSMUSG00000110169,0,1.65,0,0,0,0,0,0
ENSMUSG00000063230,0.86,0.46,0,0.51,0,0.26,0.26,0.21
ENSMUSG00000052508,0.23,0.45,0,0.31,0.71,0.06,0,0.25
ENSMUSG00000110092,1.05,0.67,0,0.93,0.71,0.1,0,0.28
ENSMUSG00000095901,0,1.75,0,0.69,0,0.43,0.24,0
ENSMUSG00000093942,1.28,1.29,0.04,0.47,0.26,0.6,0,0.27
ENSMUSG00000096069,0.74,0.35,0,0.49,0.25,0,0,0
ENSMUSG00000094819,0.36,0.35,0,0,0.24,0,0,0
ENSMUSG00000059136,0.87,0.38,0,0.46,0.32,0.34,0,0.21
ENSMUSG00000109892,0,0,0,0,0,0,0,0
ENSMUSG00000066122,0.81,1.25,0,0.65,0.05,0.27,0.11,0.22
ENSMUSG00000057997,0,0.58,0,0.4,0.2,0,0,0.16
ENSMUSG00000110199,1.36,0.95,0,0.57,0.42,0.07,0.06,0.2
ENSMUSG00000025479,1.39,2.44,0.52,0.61,0,0.77,0.11,0.87
ENSMUSG00000025480,1.71,2.95,0,1.36,1.15,0.95,0.79,0.73
ENSMUSG00000107816,2.05,0,0,1.36,0,0.57,0,0
ENSMUSG00000060314,1.49,0.61,0,0.84,0.43,0.41,0.2,0.91
ENSMUSG00000110136,1.01,0,0,0,0,0.56,0,0
ENSMUSG00000025481,1.75,1.01,0,1.86,0.24,0.77,0,0
ENSMUSG00000099590,3.72,2.67,4.96,0,2.5,2.56,0.64,5.71
ENSMUSG00000038801,1.1,2.11,0,2.18,0,0,0,0
ENSMUSG00000025482,1.21,0.46,0,0.16,0,0.13,0,0.26
ENSMUSG00000025484,3.92,5.45,4.2,5.95,5.78,7.83,5.82,5.75
ENSMUSG00000025485,11.19,14.31,15.92,10.69,11.75,13.29,10.39,13.73
ENSMUSG00000025486,4.27,2.97,3.2,3.33,3.6,1.8,1.35,2.86
ENSMUSG00000025487,12.74,12.2,17.48,11.77,12.54,14.48,17.1,18.28
ENSMUSG00000083396,23.46,13.64,16.48,9.99,12.66,13.88,14.45,15.22
ENSMUSG00000025488,0,0,0.78,2.76,3.73,0,0,0
ENSMUSG00000109628,2.98,0.57,0.67,0.99,0,0.99,0.96,0.16
ENSMUSG00000038745,2.66,0.28,0.28,1.63,0.53,0.22,0.32,0.37
ENSMUSG00000062031,17.64,16.9,19.24,14.16,16.27,18.33,17.46,15.74
ENSMUSG00000025489,4.58,0.63,5.88,3.9,2.64,6.14,3.61,4.89
ENSMUSG00000110104,0,0,0,0,0,0,0,0
ENSMUSG00000060591,38.18,34.38,52.8,31.87,42.07,40.91,27.75,42.03
ENSMUSG00000025491,41.15,39.41,37.52,7.87,21.5,12.88,8.41,33.23
ENSMUSG00000110355,0.54,0.51,0,0.35,0,0.59,0,0
ENSMUSG00000025492,374.78,356.15,523.74,391.89,361.79,400.48,403.81,462.46
ENSMUSG00000059108,0,3.71,0.31,3.29,1.49,0.61,1.78,2.95
ENSMUSG00000091441,0,0,0,0,0,3.84,0,0
ENSMUSG00000109703,0,0.63,0,2.17,0,1.44,0,0
ENSMUSG00000055629,0.78,0.12,0,0.34,0.44,0.57,0,0.56
ENSMUSG00000054065,0.14,0.53,0.31,0.46,0.28,0.31,0.06,0.07
ENSMUSG00000025494,0.33,0.79,0,0.87,0.44,0.36,0,0.88
ENSMUSG00000054662,0.45,0.87,0,0.75,0.53,0.44,0,0.55
ENSMUSG00000088542,0,0,0,0,0,0,0,0
ENSMUSG00000025495,6.31,5.53,7.69,4.29,3.88,7.65,3.92,6.27
ENSMUSG00000038650,19.09,23.09,23.74,17.75,18.65,17.89,18.71,16.28
ENSMUSG00000110275,10.35,9.91,8.73,2.28,3.48,7.62,4.36,7.83
ENSMUSG00000077547,0,4.99,2.93,0,3.5,2.88,14.38,22.28
ENSMUSG00000025499,4.96,7.06,7.53,10.83,6.48,6.96,5.18,7.52
ENSMUSG00000038637,2.06,4.18,2.87,2.18,2.33,3.46,0.64,2.86
ENSMUSG00000025500,2.35,3.6,0.53,0.47,0.32,0.91,0.11,0.63
ENSMUSG00000038618,0.23,0.89,0.13,0.46,0.31,0.38,0.43,0.25
ENSMUSG00000065551,4.55,0,0,0,0,2.51,0,0
ENSMUSG00000038611,20.18,20.34,27.66,18.5,24.39,20.31,19.22,22.64
ENSMUSG00000025498,35.9,47.45,68.72,50.98,38.8,51.72,59.1,68.95
ENSMUSG00000025497,1.28,0.87,0.1,1.94,0.37,0.71,0.42,0.68
ENSMUSG00000038580,0.78,0,0,1.03,0.52,0.43,0,0
ENSMUSG00000025496,0.15,0,0,0,0,0.25,0.14,0
ENSMUSG00000058886,22.11,24.56,40.1,21.82,24.19,22.4,20.08,21.5
ENSMUSG00000025505,2.83,5.13,4.69,3.86,3.49,5.04,2.9,6.06
ENSMUSG00000025504,0.56,1.51,0,0.55,0.5,0.72,0.09,0.45
ENSMUSG00000086844,2,1.15,0,0.62,0.18,0,0,0.85
ENSMUSG00000077716,7.7,3.69,0,0,0,0,0,0
ENSMUSG00000025503,13.13,14.79,12.69,16.94,17.49,12.34,17.06,10.83
ENSMUSG00000091083,0,0,0,0,0,0,0,0
ENSMUSG00000051007,5.37,6.2,8.67,4.29,3.61,5.63,4.69,4.49
ENSMUSG00000060240,0.85,0.81,0.63,0.37,1.14,0.78,1.69,1.2
ENSMUSG00000019082,6.51,5.84,9.1,6.75,6.17,7.15,5.76,7.14
ENSMUSG00000025507,1.66,3.07,1.74,1.46,2.52,1.22,1.07,2.01
ENSMUSG00000025508,143.64,123.94,158.08,121.84,109.14,135.98,135.35,137.52
ENSMUSG00000064666,0,0,0,0,0,0,0,0
ENSMUSG00000025509,11.26,18.24,18.99,11.41,9.46,11.89,10.28,11.95
ENSMUSG00000048200,2.35,4.16,3.66,1.68,1.34,1.1,1.17,3.09
ENSMUSG00000073787,2.2,4.83,5.88,2.82,2.34,3.28,2.79,4.9
ENSMUSG00000025510,41.61,37.75,52.31,50.04,41.07,44.64,45.91,52.95
ENSMUSG00000038489,4.24,6.97,8.52,4.22,9.16,7.2,8.37,11.02
ENSMUSG00000025511,27.56,67.75,50.47,38.79,57.24,56.69,52.82,44.67
ENSMUSG00000025512,5.21,6.36,5.28,5.22,5.17,4.81,5,5.17
ENSMUSG00000110400,1.36,2.18,0,0.45,0.76,0.25,0.63,1.09
ENSMUSG00000002957,25.26,25.63,34.41,25.16,28.12,24,22.34,25.11
ENSMUSG00000097170,2.67,0.55,0,0.38,0.77,0.21,0,0.92
ENSMUSG00000098759,0,0,0,0,0,0,10.11,0
ENSMUSG00000048191,1.5,0.67,0,0.67,0.57,0.35,0.02,0.51
ENSMUSG00000025515,1.47,0.94,0.51,1.02,0.42,0.93,0.16,0.3
ENSMUSG00000037974,1.21,0.76,0,0.49,0.25,0.26,0.21,0.4
ENSMUSG00000066108,1.24,0.86,0.09,0.62,0.63,0.37,0.18,0.38
ENSMUSG00000025139,19.68,22.82,27.9,18.99,25.04,23.53,21.01,23.72
ENSMUSG00000092536,0.94,0.72,0,0.12,0.76,0.21,0,0.4
ENSMUSG00000053046,0.97,0.78,0.32,0.64,0.16,0.58,0.56,0.52
ENSMUSG00000092652,7.94,0,0,0,0,0,0,0
ENSMUSG00000025147,11.77,8.66,11.02,5.67,9.41,6.99,5.34,8.68
ENSMUSG00000109638,3.66,4.51,7.94,2.43,4.57,2.17,3.85,8.67
ENSMUSG00000077409,9.35,8.96,7.88,0,3.14,0,2.15,0
ENSMUSG00000037887,4.42,4.23,3.87,1.7,5.31,2.67,1.98,3.68
ENSMUSG00000109958,0,0.76,0,0,1.07,0,0.73,0
ENSMUSG00000109592,0,0,0,0,0,0,0,0
ENSMUSG00000109859,0,0,0,1.51,0,0,0,0
ENSMUSG00000110091,0,0,0,0,0,0,0,0
ENSMUSG00000110061,1.18,0,0,0,1.86,0,0,0
ENSMUSG00000088784,5.32,0,0,0,0,0,0,0
ENSMUSG00000109655,0,0,0,0,0.51,0,0,0
ENSMUSG00000090471,1.44,0,0,2.22,0.64,0,0,0
ENSMUSG00000054759,0,0,0,0.23,0,0,0,0.18
ENSMUSG00000066101,0,0.5,0,1.72,0,0,0,0.28
ENSMUSG00000046248,0,0,0,0.4,0,0.17,0,0
ENSMUSG00000073786,0,0,0,0,0,0,0,0
ENSMUSG00000109581,2.81,2.31,0,2.13,0.54,0.89,0.18,1.07
ENSMUSG00000073785,0,0.41,0,0.56,0,0,0,0.23
ENSMUSG00000110324,0,0,0,0,0,0,0,0
ENSMUSG00000110254,0,0,0,0.46,0,0,0,0
ENSMUSG00000090455,0,0,0,0,0,0,0,0
ENSMUSG00000056885,0,0,0,0,0,0,0,0
ENSMUSG00000089731,0.74,0,0,0,0,0,0,0
ENSMUSG00000109936,0.59,0.28,0.08,0.58,0.1,0.89,0,1.1
ENSMUSG00000066100,0,0,0,0,0,0,0,0
ENSMUSG00000045236,0,0.92,0,0,0,0.26,0,0.26
ENSMUSG00000083812,1.1,0,0,5.85,0,1.22,0.51,0
ENSMUSG00000045777,0.63,0.7,0.18,0.14,0.14,0.63,0.48,0.39
ENSMUSG00000110040,0,0,0,0,0,0,0,0
ENSMUSG00000007891,29.57,27.31,35.16,21.7,18.58,24.2,26.91,34.22
ENSMUSG00000077668,13.89,4.44,0,0,0,10.23,0,2.48
ENSMUSG00000031098,1.58,1.01,0.45,0.87,0.53,0,0.61,0
ENSMUSG00000031097,3.01,1.6,3.57,1.33,1.35,0.92,0,1.07
ENSMUSG00000018819,7.25,6.2,5.81,2.5,2.4,2.67,0.89,3.1
ENSMUSG00000043795,2.56,1.02,0,0.56,0.86,0.47,0.1,0.11
ENSMUSG00000061723,5.06,2.42,9.77,1.47,2.55,2.62,1.16,0.51
ENSMUSG00000037772,2.25,3.04,3.28,2.78,2.48,2.09,1.79,2.96
ENSMUSG00000087090,0.87,1.67,0,0.1,0.59,1.12,0.27,0.31
ENSMUSG00000000031,26.15,6.67,18.02,3.21,3.4,4.77,0.58,3.49
ENSMUSG00000099143,14.09,0,0,9.33,0,0,0,0
ENSMUSG00000076275,0,0,0,0,0,0,0,0
ENSMUSG00000098816,14.29,27.38,0,0,14.4,0,0,0
ENSMUSG00000110125,0.62,0.6,0,0.78,0.37,0.11,0.03,0.3
ENSMUSG00000048583,10.58,2.68,7.76,5.21,3.82,6.37,5.27,3.64
ENSMUSG00000070140,0,0,0,0,0,0,0,0
ENSMUSG00000086266,0.28,0.18,0.05,0.37,0.25,0.52,0.04,0.25
ENSMUSG00000000215,0.76,1.46,0,0.76,0.26,0.42,0,3.06
ENSMUSG00000078192,4.05,0.78,0,0,0,0,0,0
ENSMUSG00000073781,1.26,0.4,0,0.55,0.56,0.46,0,0
ENSMUSG00000108952,0.32,2.44,0,0.21,0.64,0.53,0,0
ENSMUSG00000000214,0.42,1.62,0,0.14,0.43,0.47,0,0.23
ENSMUSG00000009248,0.92,1.77,0,0.61,0.41,1.02,0,0
ENSMUSG00000052281,3.02,1.93,1.98,0,0,0,0,0
ENSMUSG00000000244,1.28,1.31,0.09,0.96,0.54,0.93,0,0
ENSMUSG00000059277,3.22,1.85,2.6,1.19,2.42,1.92,0.89,2.27
ENSMUSG00000037706,105.11,100.51,181.35,112.43,134.34,117.43,103.73,118.38
ENSMUSG00000009246,2.19,1.8,0.04,0.88,0.63,0.17,0.14,1.09
ENSMUSG00000045752,34.43,26.49,50.59,28.91,29.5,27.1,12.1,34.77
ENSMUSG00000009545,1.71,3.28,1.03,0.65,0.82,1.15,0.45,1.18
ENSMUSG00000102980,6.39,2.04,1.2,0,0,0,0,1.14
ENSMUSG00000102333,0,0,0,0,0,0,0,0
ENSMUSG00000101062,0,0,0,1.63,0,0,0,0
ENSMUSG00000101609,6.03,4.89,6.11,4.64,7.24,4.5,4,6.46
ENSMUSG00000098857,0,2.08,0,0,0,1.8,0.5,0
ENSMUSG00000098859,0,4.91,0,3.4,0,1.42,0,0
ENSMUSG00000099151,4.2,0,0,0,0,0,11.6,0
ENSMUSG00000099240,11.17,0,0,0,0,0,0,0
ENSMUSG00000104012,0.89,0.98,0,0.85,0.43,0.14,0.18,0.48
ENSMUSG00000101360,1.32,0,0,0.17,1.24,0.15,0.24,0.14
ENSMUSG00000103791,0.36,0,0,0.24,0.48,0,0,0.19
ENSMUSG00000104485,0.14,2.06,0,0.66,0,0.63,0,0.23
ENSMUSG00000099103,0,0,0,0,0,31.7,0,0
ENSMUSG00000037664,35.82,33.84,68.67,46.15,68.22,44.98,54.39,41.03
ENSMUSG00000108934,3.15,4.53,3.54,2.09,5.29,4.35,6.52,0
ENSMUSG00000000154,1.77,2.54,0,3.7,1.58,2.76,0.81,0.31
ENSMUSG00000010760,0,2.99,0,0.89,0,0.25,0.62,0.24
ENSMUSG00000059119,39.77,34.84,46.34,33.62,39.97,35.44,34.43,35.51
ENSMUSG00000065118,47.26,33.95,66.41,10.43,31.75,26.1,52.54,23.15
ENSMUSG00000010755,14.97,18.34,17.55,10.92,11.33,12.21,11.5,13.85
ENSMUSG00000098593,0,0,0,11.17,0,0,0,0
ENSMUSG00000082561,2.7,0,0,0,0,0,0.41,0
ENSMUSG00000086828,0.66,0.63,0,0.44,0.89,0.36,0.91,0.35
ENSMUSG00000045362,2.8,2.23,0.35,1.03,1.98,1.37,1,0.91
ENSMUSG00000109251,1.47,2.82,0.17,0.59,1.39,0.98,1.08,0.63
ENSMUSG00000010751,2.25,1.48,1.13,1.41,1.51,1.05,0.71,0.7
ENSMUSG00000037613,2.27,1.33,1.42,2.42,1.53,2.79,1.86,1.69
ENSMUSG00000037606,20.56,16.77,23.34,21.03,25.5,19.44,18.82,20.07
ENSMUSG00000050276,0.25,1.44,0,0.33,0.17,0,0,0
ENSMUSG00000109421,0.28,0,0,0.19,0,1.09,0.13,0
ENSMUSG00000048965,5.98,4.46,5.98,4.93,7.24,4.99,4.47,5.61
ENSMUSG00000076944,15.16,36.3,0,10.04,20.36,16.74,0,8.1
ENSMUSG00000031090,9.23,9.85,7.74,8.82,7.11,9.61,6.47,8.89
ENSMUSG00000058454,2.06,1.15,1.3,2.34,2.37,2.8,2.25,1.29
ENSMUSG00000031085,0.88,1.69,0,0.58,1.07,0.29,0.08,0.28
ENSMUSG00000099321,0,0,0,0,0,0,0,0
ENSMUSG00000037541,7.11,2.18,10.81,6.09,1.4,1.74,5.6,6.45
ENSMUSG00000093221,0,0,0,0,0,0,0,0
ENSMUSG00000109500,1.01,0.64,0,0.22,0.45,0.56,0,0.18
ENSMUSG00000085745,0.91,1.75,0,1.06,0.15,0.13,0,0.24
ENSMUSG00000031078,61.93,62.29,82.7,52.32,54.99,56.73,48.85,60.19
ENSMUSG00000085228,6.74,9.68,0.95,8.92,7.92,1.86,0.77,3.6
ENSMUSG00000037519,18.01,20.91,25.5,18.68,20.34,15.6,16.8,19.03
ENSMUSG00000073778,0.95,1.36,0,0,0.96,1.84,0,0
ENSMUSG00000031077,3.08,4.3,3.46,1.7,3.19,2.41,1.36,2.12
ENSMUSG00000031075,3.12,2.23,4.55,2.23,1.4,2.61,1.22,1.84
ENSMUSG00000108851,1.64,9.96,0,1.45,0,0.6,0,1.17
ENSMUSG00000103394,0,1.43,0,0.74,1.5,0,0,0
ENSMUSG00000109009,0.3,0,0,0,0.41,0,0,0
ENSMUSG00000109442,2.4,2.3,0,1.59,0,0.66,0,0
ENSMUSG00000108874,3.06,5.86,0,1.01,0,0,0,0
ENSMUSG00000031074,0,1.85,0,0.14,1.44,0,0,0.11
ENSMUSG00000050917,0.78,1.2,0,0.62,0.53,1.21,0,0.25
ENSMUSG00000096999,0.73,0.53,0,0.24,0,0.61,0,0.49
ENSMUSG00000031073,1.31,0.16,0,0.65,0,0.63,0,0
ENSMUSG00000108977,4.21,0,0,0.7,0.35,0.87,0,0.56
ENSMUSG00000031072,4.39,6.92,5.3,3.38,4.47,3.95,3.16,5
ENSMUSG00000070348,3.51,1.53,0.84,1.13,3.14,3.58,0.78,1.02
ENSMUSG00000108967,2.23,1.07,0,2.95,0,3.69,0,0
ENSMUSG00000048677,6.47,7.38,5.56,5.36,9.4,6.78,4.33,7.32
ENSMUSG00000109305,0,0,1.76,0.78,2.37,1.08,0,2.3
ENSMUSG00000031070,1.36,0.43,1.14,0.75,1.06,1,0.21,0.6
ENSMUSG00000051207,0.64,1.07,0,0.21,0.21,0.7,0,0.17
ENSMUSG00000108612,0,0,0,0,0,0,0,1.76
ENSMUSG00000090795,3.15,1.01,0,0.7,0,1.16,1.93,0
ENSMUSG00000080366,8.27,3.96,2.32,0,5.55,0,0,2.21
ENSMUSG00000108971,0,0.63,0,1.52,0.22,0.18,0,0
ENSMUSG00000005534,17.32,21.44,22.13,10.29,15.25,13.2,10.54,18.47
ENSMUSG00000109369,2.49,0,0,0,0,0,0,0
ENSMUSG00000086065,1.6,0,0,0,0,0,0,0
ENSMUSG00000074497,1.68,2.02,0,0.35,0.64,0.52,0,0.34
ENSMUSG00000004568,10.96,14.5,15.54,11.17,13.97,12.5,10.36,12.83
ENSMUSG00000069633,2.36,2.12,1.41,3.02,1.48,2.03,0.47,2.44
ENSMUSG00000108955,7.21,1.65,5.21,1.14,4.38,1.14,1.9,2.75
